id_del_proceso,entidad,departamento_entidad,ciudad_entidad,ordenentidad,modalidad_de_contratacion,tipo_de_contrato,codigo_principal_de_categoria,fecha_de_publicacion,fecha_adjudicacion,duracion,unidad_de_duracion,precio_base,valor_total_adjudicacion,adjudicado,estado_del_procedimiento,proveedores_invitados,conteo_de_respuestas_a_ofertas,departamento_proveedor,ciudad_proveedor,nombre_del_proveedor
CO1.REQ.8636478,UNIVERSIDAD NACIONAL DE COLOMBIA,Distrito Capital de Bogotá,No Definido,Nacional,Contratación régimen especial,Decreto 092 de 2017,V1.14101500,,,29,día(s),1492736,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3534392,AGENCIA LOGÍSTICA DE GESTIÓN INMOBILIARIA Y DE SERVICIOS DE CUNDINAMARCA,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación régimen especial,Prestación de servicios,V1.80111600,,,71,día(s),4260000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7380446,EMPRESA SOCIAL DEL ESTADO IMSALUD,Norte de Santander,Cúcuta,Territorial,Contratación régimen especial,Compraventa,V1.42191810,,,1,día(s),25688000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4619408,UNIDAD DE SALUD DE IBAGUE U.S.I. - E.S.E.,Tolima,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111600,,,169,día(s),12906667,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2304382,ALCALDIA DISTRITO DE RIOHACHA,La Guajira,Riohacha,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,0,día(s),7000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3390349,BANCO DE LA REPUBLICA,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación régimen especial,Prestación de servicios,V1.93141702,,,1,día(s),448700,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.2761807,INSTITUTO MUNICIPAL PARA LA RECREACION Y EL DEPORTE DE SOACHA,Cundinamarca,Soacha,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,6,Mes(es),10560000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.855134,INSTITUTO CARO Y CUERVO,Distrito Capital de Bogotá,Bogotá,Nacional,Mínima cuantía,Compraventa,V1.52161520,,2019-05-22T00:00:00.000,30,día(s),14885941,9419000,Si,Seleccionado,0,0,Distrito Capital de Bogotá,Bogotá,DIGITAL CENTER VENTAS E IMPORTACIONES JE SAS
CO1.REQ.1774142,SENA REGIONAL BOLIVAR Grupo Administrativo CINFP,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,315,día(s),38767141,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6990457,BANCO DE LA REPUBLICA,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación régimen especial,Prestación de servicios,V1.82151500,,,74,día(s),1922000,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.9034396,EMPRESA DE PARQUES Y EVENTOS DE ANTIOQUIA - ACTIVA,Antioquia,Medellín,Territorial,Contratación régimen especial,Otro,V1.82121500,,,90,día(s),35253750,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8509570,ALCALDIA MUNICIPAL CONTRATACION SANTANDER,Santander,Contratación,Territorial,Mínima cuantía,Suministros,V1.90111501,,2025-07-15T00:00:00.000,0,día(s),9960000,9080000,Si,Seleccionado,0,0,Bolívar,Simití,JAIRO ROLON GELVEZ
CO1.REQ.6215771,INSTITUCION EDUCATIVA TECNICA AGROPECUARIA LA BUENA ESPERANZA,Bolívar,Turbaco,Territorial,Contratación directa,Prestación de servicios,V1.72101501,,,6,día(s),14747670,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7235254,MUNICIPIO DE BELEN DE LOS ANDAQUIES,Caquetá,Belén De Los Andaquies,Territorial,Contratación directa,Obra,V1.30151514,,,30,día(s),10643959,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7553350,MUNICIPIO DE PUERTO GAITAN,Meta,Puerto Gaitán,Territorial,Contratación directa,Prestación de servicios,V1.80111612,,,4,Mes(es),17124000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3313977,E.S.E HOSPITAL SAN RAFAEL DE ITAGUI,Antioquia,No Definido,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80101602,,,106,día(s),33337780,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.684229,ESCUELA DE FORMACION INPEC,Cundinamarca,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.80111504,,,70,Hora(s),2987670,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7904252,ALCALDÍA MUNICIPAL DE SASAIMA,Cundinamarca,Sasaima,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,294,día(s),24000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7520250,"INSTITUTO DE FINANCIAMIENTO, PROMOCION Y DESARROLLO DE CALDAS",Caldas,Manizales,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,50,día(s),18505512,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2669173,ALCALDÍA MUNICIPIO DE PALMIRA,Valle del Cauca,Palmira,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,5,Mes(es),10000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6217766,ESE HOSPITAL SALAZAR DE VILLETA,Cundinamarca,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.72101507,,,8,Mes(es),28000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10650641,SECRETARIA DE EDUCACION DE CALI,Valle del Cauca,Cali,Territorial,Contratación directa,Prestación de servicios,V1.80111501,,,6,Mes(es),28330000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.974713,CENTRAL ADMINISTRATIVA Y CONTABLE TELEMATICA,Cundinamarca,Facatativá,Nacional,Solicitud de información a los Proveedores,No,V1.26111701,,,3,Mes(es),0,0,No,Evaluación,265,0,No Definido,No Definido,No Definido
CO1.REQ.8324155,IGAC Sede Central *,Distrito Capital de Bogotá,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.80161501,,,6,Mes(es),26080000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3845439,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E. (OFICIAL),Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.85101600,,,120,día(s),26005776,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1359176,EMPRESA COLOMBIANA DE PETROLEOS,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación régimen especial,Otro,V1.15101505,,,30,día(s),191448166,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7764122,MUNICIPIO DE APIA,Risaralda,Apía,Territorial,Contratación directa,Otro,V1.93151611,,,310,día(s),336237400,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1440311,SECRETARIA DE EDUCACION DEL DISTRITO,Distrito Capital de Bogotá,No Definido,Territorial,Contratación directa,Prestación de servicios,V1.80101505,,,5,Mes(es),31250000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7615593,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,Distrito Capital de Bogotá,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.80111620,,,6,Mes(es),41549922,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9446026,EMPRESA DE DESARROLLO URBANO DE MEDELLIN,Antioquia,Medellín,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111600,,,150,día(s),40384439,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3240396,GOBERNACIÓN DE BOYACÁ,Boyacá,Tunja,Territorial,Contratación directa,Prestación de servicios,V1.93131608,,,4,Mes(es),71402966,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4518380,INSTITUTO MUNICIPAL PARA EL DEPORTE Y LA RECREACION DE CANDELARIA,Valle del Cauca,Candelaria,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,220,día(s),40000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7889971,UNIDAD DE SERVICIOS PENITENCIARIOS Y CARCELARIOS - USPEC1,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.93151500,,,270,día(s),64620000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6545575,INSTITUCIÓN EDUCATIVA MARÍA AUXILIADORA,Antioquia,Ciudad Bolívar,Territorial,Contratación régimen especial,Prestación de servicios,V1.81111812,,,30,día(s),5300000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5471423,INRAVISIÓN - SISTEMA DE MEDIOS PÚBLICOS DEL ESTADO COLOMBIANO S.A.S,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación régimen especial,Prestación de servicios,V1.83111800,,,71,día(s),11278416,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9233691,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL CARMEN DE CARUPA,No Definido,No Definido,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.72101501,,,3,día(s),2940000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6078023,DEPARTAMENTO DE CUNDINAMARCA - SECRETARIA DE EDUCACION,Cundinamarca,No Definido,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,60,día(s),14000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.713577,UNIDAD ADMINISTRATIVA ESPECIAL DE GESTION DE RESTITUCION DE TIERRAS DESPOJADAS**,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80111500,,,3,Mes(es),5277684,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4423663,GOBIERNO DEPARTAMENTAL,Tolima,No Definido,Territorial,Contratación directa,Prestación de servicios,V1.80111701,,,240,día(s),32000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6815333,"INSTITUTO DEL DEPORTE, LA EDUCACIÓN FÍSICA Y LA RECREACIÒN DEL VALLE DEL CAUCA (INDERVALLE)",Valle del Cauca,Cali,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,1,Mes(es),3775464,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2185247,UNIDAD EJECUTORA DE SANEAMIENTO DEL VALLE DEL CAUCA,Valle del Cauca,Cali,Territorial,Contratación directa,Prestación de servicios,V1.80111701,,,94,día(s),11900000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5357881,UNIVERSIDAD DE NARIÑO,Nariño,Pasto,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111600,,,30,día(s),5829400,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.179802,MINISTERIO DE SALUD Y PROTECCIÓN SOCIAL,Distrito Capital de Bogotá,No Definido,Nacional,Contratación Directa (con ofertas),Prestación de servicios,V1.80101604,,2017-06-13T00:00:00.000,6,Mes(es),78000000,78000000,Si,Seleccionado,1,0,No Definido,No Definido,LORENA CECILIA ILLIDGE BENJUMEA
CO1.REQ.6342043,ALCALDIA DE EL PEÑOL,Antioquia,Peñol,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,6,Mes(es),16200000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9739249,UARIV-UNIDAD PARA LA ATENCION Y REPARACION INTEGRAL A LAS VICTIMAS,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80161500,,,7,Mes(es),49409010,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9741018,ALCALDIA MUNICIPAL DE GIRARDOT,Cundinamarca,Girardot,Territorial,Contratación directa,Prestación de servicios,V1.77101806,,,120,día(s),15214500,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1118763,SERVICIO NACIONAL DE APRENDIZAJE - SENA MAGDALENA,Magdalena,Santa Marta,Nacional,Contratación directa,Prestación de servicios,V1.86101710,,,146,día(s),36890794,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8490458,BANCO DE LA REPUBLICA,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación régimen especial,Prestación de servicios,V1.93141702,,,1,Mes(es),665000,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.2438778,GOBERNACION DEL CAQUETA**,Caquetá,No Definido,Territorial,Selección Abreviada de Menor Cuantía,Obra,V1.72121500,,,0,día(s),590497539,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.9426291,E.S.E HOSPITAL JORGE JULIO GUZMAN.,Putumayo,Puerto Guzmán,Territorial,Contratación régimen especial,Prestación de servicios,V1.76111500,,,26,día(s),1750000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8128164,EMPRESA SOCIAL DEL ESTADO CENTRO DE SALUD CON CAMA DE ARROYOHONDO,Bolívar,Arroyohondo,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.46171619,,,107,día(s),8180000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9412896,HOCOL S.A,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación régimen especial,Suministros,V1.23271400,,,3,Mes(es),15890230,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8152738,ESE HOSPITAL PIO XII DE COLON,Putumayo,Colón,Territorial,Contratación régimen especial,Prestación de servicios,V1.85101600,,,30,día(s),1900000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.328883,IDARTES,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80101500,,,0,día(s),13230000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10786646,MUNICIPIO DE PLATO,Magdalena,Plato,Territorial,Contratación directa,Prestación de servicios,V1.76111500,,,2,Mes(es),3108000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4648006,INSTITUCION EDUCATIVA SUCRE**,Putumayo,Colón,Territorial,Contratación régimen especial,Prestación de servicios,V1.42121510,,,8,día(s),1460000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5217714,COTECMAR,Bolívar,Cartagena,Nacional,Contratación régimen especial,Suministros,V1.40151600,,,20,día(s),2290000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5203830,MUNICIPIO DE MANIZALES,Caldas,Manizales,Territorial,Contratación directa,Prestación de servicios,V1.80111620,,,0,día(s),10266648,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6622444,GOBERNACION DEL CAQUETA**,Caquetá,No Definido,Territorial,Contratación directa,Prestación de servicios,V1.85101707,,,0,día(s),24300000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10373489,ICBF REGIONAL GUAINIA,Guainía,Inírida,Nacional,Mínima cuantía,Obra,V1.95121800,,2026-06-01T00:00:00.000,0,día(s),60000000,53528750,Si,Seleccionado,0,0,No Definido,No Definido,SOLUCIONES D&R SAS
CO1.REQ.10126529,UPTC,Boyacá,Tunja,Nacional,Contratación régimen especial,Decreto 092 de 2017,V1.80111600,,,58,día(s),6000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5136095,ESE HOSPITAL DEPARTAMENTAL SAN RAFAEL,Magdalena,Fundación,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111600,,,1,Mes(es),4200000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7617301,SUBRED INTEGRADA DE SERVICIOS DE SALUD NORTE E.S.E. (OFICIAL),Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.85101600,,,3,Mes(es),14296680,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.2879906,INSTITUTO DE DEPORTES Y RECREACION DE MEDELLIN,Antioquia,Medellín,Territorial,Contratación directa,Prestación de servicios,V1.80111601,,,105,día(s),5678400,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2830766,CORPORACION DE CULTURA Y TURISMO DE ARMENIA,Quindío,Armenia,Territorial,Contratación directa,Prestación de servicios,V1.82151700,,,4,Mes(es),9200000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3552879,ESE CENTRO,Valle del Cauca,Cali,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.30171500,,,2,Mes(es),1471000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5490788,HOSPITAL SAN VICENTE DE PAUL FRESNO TOLIMA,No Definido,No Definido,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.85121504,,,4,Mes(es),36000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.452960,MINISTERIO DE MINAS Y ENERGIA,Distrito Capital de Bogotá,Bogotá,Nacional,Concurso de méritos abierto,Consultoría,V1.71151000,,2018-07-24T00:00:00.000,5,Mes(es),1196790179,1005706033,Si,Seleccionado,0,0,Distrito Capital de Bogotá,No Definido,UNIVERSIDAD NACIONAL DE COLOMBIA
CO1.REQ.10214093,HMI,Atlántico,Soledad,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.80111600,,,1,Mes(es),3000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8214650,COLEGIO IED NUEVO HORIZONTE,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación régimen especial,Decreto 092 de 2017,V1.82131604,,,45,día(s),5593600,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.7061940,EMPRESAS PUBLICAS DE ZIPAQUIRÁ E.P.Z ESP,Cundinamarca,Zipaquirá,Territorial,Contratación régimen especial,Decreto 092 de 2017,V1.24111500,,,1,Mes(es),39980500,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3462594,HOSPITAL EL BUEN SAMARITANO E.S.E.,Nariño,La Cruz,Nacional,Contratación régimen especial,Decreto 092 de 2017,V1.85101704,,,3,Mes(es),3000000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8226681,EMPRESA SOCIAL DEL ESTADO CAMU SAN RAFAEL DE SAHAGUN,Córdoba,Sahagún,Territorial,Contratación régimen especial,Prestación de servicios,V1.85101600,,,90,día(s),11250000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5181703,ALCALDIA MUNICIPIO DE DOSQUEBRADAS,Risaralda,Dosquebradas,Territorial,Contratación directa,Prestación de servicios,V1.85101601,,,2,Mes(es),4300000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9244852,CENTRO DE FORMACION INTEGRAL PARA EL TRABAJO - CEFIT,No Definido,No Definido,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,50,día(s),7003572,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10614777,CENTRAL ADMINISTRATIVA Y CONTABLE CENAC PERSONAL,Distrito Capital de Bogotá,Bogotá,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,6,Mes(es),49476000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8859587,MUNICIPIO DE PUERTO NARE,Antioquia,Puerto Nare,Territorial,Mínima cuantía,Seguros,V1.84131500,,2025-09-11T00:00:00.000,9,Mes(es),39858000,39857999,Si,Seleccionado,0,0,Distrito Capital de Bogotá,No Definido,Aseguradora Solidaria de Colombia Entidad Cooperativa.
CO1.REQ.592270,ICBF SEDE NACIONAL,Distrito Capital de Bogotá,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,72,día(s),17520000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.10458773,GOBIERNO DEPARTAMENTAL,Tolima,No Definido,Territorial,Contratación directa,Operaciones de Crédito Público,V1.80111701,,,150,día(s),28928181,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3996019,CUNDINAMARCA-ALCALDIA MUNICIPIO MOSQUERA,Cundinamarca,Mosquera,Territorial,Contratación directa,Prestación de servicios,V1.80111701,,,105,día(s),5950000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4620433,INSTITUTO DE TRANSITO DEL ATLANTICO,Atlántico,Barranquilla,Territorial,Contratación directa,Prestación de servicios,V1.80111607,,,5,Mes(es),15000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.11012809,INSTITUCION EDUCATIVA RURAL PUERTO EL SOL,Putumayo,San Miguel,Nacional,Contratación régimen especial,Compraventa,V1.31211505,,,4,día(s),4330000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4265014,DEPARTAMENTO DE SANTANDER,Santander,Bucaramanga,Territorial,Contratación régimen especial,Prestación de servicios,V1.85111500,,,7,Mes(es),170000000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.374335,MINISTERIO DE DEFENSA NACIONAL,Distrito Capital de Bogotá,Bogotá,Nacional,Mínima cuantía,Prestación de servicios,V1.81112200,,2018-03-27T00:00:00.000,280,día(s),44766000,36450000,Si,Seleccionado,0,0,Distrito Capital de Bogotá,Bogotá,BIT512 SOLUCIONES TI S.A.S
CO1.REQ.1733677,DIRECCION DE SANIDAD EJERCITO DISPENSARIO MÉDICO SUROCCIDENTE,Distrito Capital de Bogotá,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.85101600,,,11,Mes(es),10625748,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6709560,ALCALDÍA DEL DISTRITO TURÍSTICO Y CULTURAL DE CARTAGENA DE INDIAS,Bolívar,Cartagena,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,4,Mes(es),14800000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2032907,ALCALDIA MUNICIPIO DE ARAUCA,Arauca,Arauca,Territorial,Concurso de méritos abierto,Consultoría,V1.80101600,,,5,Mes(es),51800000,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.8450190,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE PRADERA.,Valle del Cauca,Pradera,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111612,,,74,día(s),8001000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3096445,SUBRED INTEGRADA DE SERVICIO DE SALUD CENTRO ORIENTE E.S.E 1,Distrito Capital de Bogotá,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111600,,,21,día(s),4073650,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.4015746,"SECRETARIA DISTRITAL DE SEGURIDAD, CONVIVENCIA Y JUSTICIA",Distrito Capital de Bogotá,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.80161500,,,0,día(s),87600000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8360160,ESAP TERRITORIAL CUNDINAMARCA,Cundinamarca,Fusagasugá,Nacional,Contratación directa,Otro,V1.93151500,,,7,Año(s),0,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.9118841,INSTITUCION EDUCATIVA SAN JOSE PUERTO ANCHICA,Córdoba,Montelíbano,Corporación Autónoma,Contratación régimen especial,Suministros,V1.93141701,,,2,día(s),6050000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2482652,DEPARTAMENTO DE SANTANDER,Santander,Bucaramanga,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,0,día(s),22500000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3567700,E.S.E. INSTITUTO DE SALUD DE BUCARAMANGA,Santander,No Definido,Territorial,Contratación régimen especial,Prestación de servicios,V1.80111701,,,57,día(s),11452896,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.431813,CENTRAL ADMINISTRATIVA Y CONTABLE CENAC PERSONAL,Distrito Capital de Bogotá,Bogotá,Territorial,Mínima cuantía,Prestación de servicios,V1.55101519,,2018-05-21T00:00:00.000,60,día(s),1904000,1800000,Si,Seleccionado,0,0,No Definido,No Definido,EDITORIAL LA UNIDAD S.A. EN EJECUCION DEL ACUERDO DE REESTRUCTURACION
CO1.REQ.5133133,UPTC,Boyacá,Tunja,Nacional,Contratación régimen especial,Decreto 092 de 2017,V1.80111600,,,111,día(s),16400000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.7200840,ALCALDÍA LOCAL DE SUBA,Distrito Capital de Bogotá,Bogotá,Territorial,Contratación directa,Prestación de servicios,V1.80111700,,,4,Mes(es),21836000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.3641287,CORPORACION AUTONOMA REGIONAL DE SANTANDER+,Santander,San Gil,Nacional,Selección Abreviada de Menor Cuantía,Obra,V1.72152800,2022-11-21T00:00:00.000,,1,Mes(es),96457770,0,No,Evaluación,0,0,No Definido,No Definido,No Definido
CO1.REQ.5154156,HOSPITAL MILITAR CENTRAL,Distrito Capital de Bogotá,No Definido,Nacional,Licitación pública,Suministros,V1.42281500,,2023-12-06T00:00:00.000,34,Mes(es),73962028000,131368000,Si,Seleccionado,0,0,Cundinamarca,No Definido,KCI COLOMBIA SAS
CO1.REQ.10594403,Institucion Educativa Distrital Bonda,Magdalena,Santa Marta,Territorial,Contratación régimen especial,Suministros,V1.40101701,,,3,día(s),4500000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.1261602,SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE HACIENDA,Valle del Cauca,Cali,Territorial,Contratación directa,Prestación de servicios,V1.80111501,,,65,día(s),12659910,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.8014897,ALCALDÍA DE POPAYÁN,Cauca,Popayán,Territorial,Contratación directa,Prestación de servicios,V1.80111600,,,6,Mes(es),13800000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.6407424,E S E HOSPITAL LOCAL JORGE CRISTO SAHIUM VILLA DEL ROSARIO,Norte de Santander,Villa Del Rosario,Nacional,Contratación régimen especial,Prestación de servicios,V1.80111600,,,3,Mes(es),7500000,0,No,Publicado,0,0,No Definido,No Definido,No Definido
CO1.REQ.2591290,ICBF REGIONAL CALDAS,No Definido,No Definido,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,261,día(s),30467400,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5945427,AGENCIA NACIONAL DE TIERRAS - ANT,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,5,Mes(es),32760000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
CO1.REQ.5945427,AGENCIA NACIONAL DE TIERRAS - ANT,Distrito Capital de Bogotá,Bogotá,Nacional,Contratación directa,Prestación de servicios,V1.80111600,,,5,Mes(es),32760000,0,No,Seleccionado,0,0,No Definido,No Definido,No Definido
